Country,Year,Cloud_pct,Cloud_filled,AI_pct,AI_filled,Turnover_MEUR,Turnover_filled,KPI_level,KPI_label
United Kingdom,2020,53.03,False,,False,,False,,N/A (not enough data even for a partial estimate)
United Kingdom,2021,,False,,False,,False,,N/A (not enough data even for a partial estimate)
United Kingdom,2022,,False,,False,,False,,N/A (not enough data even for a partial estimate)
United Kingdom,2023,,False,,False,,False,,N/A (not enough data even for a partial estimate)
United Kingdom,2024,,False,,False,,False,,N/A (not enough data even for a partial estimate)
United Kingdom,2025,,False,,False,,False,,N/A (not enough data even for a partial estimate)
EU27 (cloud/AI direct from Eurostat; turnover bottom-up on available countries),2014,17.82,False,,False,,False,,N/A (aggregate)
EU27 (cloud/AI direct from Eurostat; turnover bottom-up on available countries),2015,18.36,True,,False,,False,,N/A (aggregate)
EU27 (cloud/AI direct from Eurostat; turnover bottom-up on available countries),2016,18.9,False,,False,,False,,N/A (aggregate)
EU27 (cloud/AI direct from Eurostat; turnover bottom-up on available countries),2017,21.4,True,,False,,False,,N/A (aggregate)
EU27 (cloud/AI direct from Eurostat; turnover bottom-up on available countries),2018,23.9,False,,False,,False,,N/A (aggregate)
EU27 (cloud/AI direct from Eurostat; turnover bottom-up on available countries),2020,36.1,False,,False,,False,,N/A (aggregate)
EU27 (cloud/AI direct from Eurostat; turnover bottom-up on available countries),2021,40.97,False,13.54,False,89783.8,False,,N/A (aggregate)
EU27 (cloud/AI direct from Eurostat; turnover bottom-up on available countries),2022,43.14,True,13.95,True,103094.6,False,,N/A (aggregate)
EU27 (cloud/AI direct from Eurostat; turnover bottom-up on available countries),2023,45.32,False,14.35,False,114922.0,False,,N/A (aggregate)
EU27 (cloud/AI direct from Eurostat; turnover bottom-up on available countries),2024,49.03,True,27.11,False,133373.8,False,,N/A (aggregate)
EU27 (cloud/AI direct from Eurostat; turnover bottom-up on available countries),2025,52.74,False,30.41,False,,False,,N/A (aggregate)
