Country,Month,Years_ago,Recency_weight,Combined_weight_recency_severity,Consumption_GWh,Residual_GWh,Residual_pct_trend,Anomaly_score
Portugal,2011-01,15.33,0.1194,0.7379,4643.2,-268.3,-6.18,-0.0499
Portugal,2011-12,14.42,0.1355,0.9638,4064.7,-286.9,-7.11,-0.0442
Portugal,2021-01,5.33,0.4774,3.461,4852.3,289.3,7.25,-0.0426
Portugal,2019-11,6.5,0.4061,2.6736,4291.9,266.7,6.58,-0.0258
Portugal,2011-06,14.92,0.1265,0.4858,4028.0,160.4,3.84,-0.0229
Portugal,2023-07,2.83,0.6752,3.4359,4089.1,-212.3,-5.09,-0.02
Portugal,2021-02,5.25,0.483,1.944,3856.4,-160.2,-4.03,-0.0185
Portugal,2011-11,14.5,0.134,0.9333,3771.6,-284.3,-6.97,-0.0175
Portugal,2016-01,10.33,0.2387,1.7657,4156.8,-286.4,-7.4,-0.0154
Portugal,2018-04,8.08,0.3261,1.6113,3887.4,200.1,4.94,-0.0136
Portugal,2011-04,15.08,0.1236,0.7644,3611.9,-262.1,-6.19,-0.0125
Portugal,2021-07,4.83,0.5117,0.5125,4100.6,-40.2,-1.0,-0.0097
Portugal,2011-07,14.83,0.1279,0.6263,4050.6,-201.8,-4.9,-0.0071
Portugal,2017-06,8.92,0.2905,1.7334,3912.0,237.5,5.97,-0.0036
Romania,2025-03,1.17,0.8507,10.8817,4756.5,506.4,12.79,-0.2925
Romania,2020-04,6.08,0.4303,4.05,3367.6,-374.0,-9.41,-0.2014
Romania,2016-04,10.08,0.2471,2.0796,4122.6,338.0,8.42,-0.1565
Romania,2025-04,1.08,0.8606,2.7058,3602.9,-124.5,-3.14,-0.1548
Romania,2021-01,5.33,0.4774,3.0771,4294.6,-267.4,-6.45,-0.1306
Romania,2020-05,6.0,0.4353,2.9548,3428.3,-270.0,-6.79,-0.1141
Romania,2017-01,9.33,0.2742,2.1318,4677.8,307.6,7.77,-0.1075
Romania,2016-08,9.75,0.2588,1.9397,3589.7,-297.3,-7.49,-0.1051
Romania,2024-07,1.83,0.7756,5.7964,4166.9,288.6,7.47,-0.0798
Romania,2018-04,8.08,0.3261,1.3687,3737.3,-173.9,-4.2,-0.0751
Romania,2020-03,6.17,0.4253,2.0857,4070.5,-194.9,-4.9,-0.0565
Romania,2015-10,10.58,0.2306,1.501,4200.8,259.2,6.51,-0.0476
Romania,2023-01,3.33,0.63,3.5956,3899.6,-211.0,-5.71,-0.0194
Romania,2018-07,7.83,0.3376,1.7102,3966.5,-210.8,-5.07,-0.019
Romania,2016-05,10.0,0.25,0.3269,3762.1,52.2,1.31,-0.0161
Romania,2015-09,10.67,0.2279,1.4208,3872.9,245.9,6.23,-0.0142
Romania,2017-02,9.25,0.2774,0.7863,4149.9,112.5,2.83,-0.0095
Romania,2021-02,5.25,0.483,0.4441,4278.7,38.4,0.92,-0.0068
Romania,2019-01,7.33,0.3618,2.0303,4824.5,234.4,5.61,-0.0038
Slovenia,2025-08,0.75,0.9013,10.1379,862.7,-118.5,-11.25,-0.2747
Slovenia,2024-11,1.5,0.8123,4.5687,1127.7,58.9,5.62,-0.2112
Slovenia,2010-10,15.58,0.1153,0.817,1093.5,72.0,7.09,-0.1941
Slovenia,2024-10,1.58,0.8029,6.6766,964.2,-86.9,-8.32,-0.1775
Slovenia,2012-02,14.25,0.1387,0.8689,1128.1,66.0,6.26,-0.1639
Slovenia,2020-04,6.08,0.4303,3.1925,964.5,-81.1,-7.42,-0.1504
Slovenia,2019-09,6.67,0.3969,2.4748,1024.2,-71.5,-6.24,-0.1479
Slovenia,2020-05,6.0,0.4353,2.8574,986.6,-71.8,-6.56,-0.1412
Slovenia,2025-09,0.67,0.9117,1.3102,990.8,-15.2,-1.44,-0.1132
Slovenia,2024-12,1.42,0.8217,4.5469,1169.8,58.0,5.53,-0.1088
Slovenia,2022-10,3.58,0.6085,4.0758,1013.1,-72.3,-6.7,-0.1072
Slovenia,2012-03,14.17,0.1403,0.5214,1073.7,-39.1,-3.72,-0.106
Slovenia,2011-12,14.42,0.1355,0.7018,1064.1,-54.6,-5.18,-0.0811
Slovenia,2024-01,2.33,0.7236,3.8656,1189.4,54.8,5.34,-0.0761
Slovenia,2011-08,14.75,0.1294,0.5968,1026.3,48.4,4.61,-0.0713
Slovenia,2013-10,12.58,0.1747,0.8266,1095.3,49.2,4.73,-0.0413
Slovenia,2018-12,7.42,0.3577,1.5724,1164.4,-50.6,-4.4,-0.0383
Slovenia,2010-11,15.5,0.1166,0.0487,1039.2,-4.3,-0.42,-0.0353
Slovenia,2018-03,8.17,0.3223,1.3076,1257.9,46.7,4.06,-0.0337
Slovenia,2022-11,3.5,0.6156,2.5781,1048.3,-44.9,-4.19,-0.0325
Slovenia,2019-10,6.58,0.4015,0.5268,1166.9,15.0,1.31,-0.0322
Slovenia,2020-06,5.92,0.4403,1.7676,1006.7,-43.8,-4.01,-0.0254
Slovenia,2025-12,0.42,0.9439,3.747,1171.2,42.3,3.97,-0.0069
Slovenia,2022-03,4.17,0.5612,1.9518,1226.5,39.2,3.48,-0.0069
Slovenia,2023-02,3.25,0.6373,1.9453,1091.8,32.1,3.05,-0.0021
Slovenia,2025-01,1.33,0.8312,1.4381,1176.8,18.2,1.73,-0.0012
Slovenia,2018-01,8.33,0.315,1.2903,1210.4,-47.1,-4.1,-0.0009
Slovak Republic,2017-01,9.33,0.2742,2.361,2662.9,190.3,8.61,-0.2386
Slovak Republic,2020-04,6.08,0.4303,3.6923,1795.5,-176.8,-8.58,-0.224
Slovak Republic,2014-06,11.92,0.1917,1.5671,2123.2,172.1,8.18,-0.2193
Slovak Republic,2012-02,14.25,0.1387,0.8485,2303.2,129.4,6.12,-0.1601
Slovak Republic,2022-01,4.33,0.5484,3.5752,2275.3,-140.4,-6.52,-0.1563
Slovak Republic,2020-01,6.33,0.4156,2.5784,2493.6,130.3,6.2,-0.1494
Slovak Republic,2014-03,12.17,0.1851,1.2895,2089.1,-147.7,-6.97,-0.1434
Slovak Republic,2025-06,0.92,0.8807,6.0543,1580.0,-128.0,-6.87,-0.1206
Slovak Republic,2020-05,6.0,0.4353,2.491,1821.1,-117.5,-5.72,-0.1109
Slovak Republic,2012-03,14.17,0.1403,0.4875,2155.1,-73.4,-3.47,-0.0957
Slovak Republic,2019-11,6.5,0.4061,2.188,2135.8,-115.7,-5.39,-0.0882
Slovak Republic,2018-04,8.08,0.3261,1.3648,2064.1,-94.0,-4.19,-0.0816
Slovak Republic,2013-03,13.17,0.1612,0.8391,2366.1,111.3,5.21,-0.0804
Slovak Republic,2017-02,9.25,0.2774,0.1219,2289.9,9.8,0.44,-0.0802
Slovak Republic,2011-11,14.5,0.134,0.6929,2357.3,110.8,5.17,-0.0681
Slovak Republic,2022-10,3.58,0.6085,3.4804,1901.3,-112.2,-5.72,-0.0592
Slovak Republic,2022-02,4.25,0.5548,2.9229,2085.1,-112.7,-5.27,-0.0582
Slovak Republic,2011-12,14.42,0.1355,0.5525,2394.7,86.8,4.08,-0.0552
Slovak Republic,2022-09,3.67,0.6015,2.7099,1735.1,-89.1,-4.51,-0.055
Slovak Republic,2017-06,8.92,0.2905,1.2585,2192.5,97.4,4.33,-0.0534
Slovak Republic,2014-04,12.08,0.1873,0.1149,2034.4,12.9,0.61,-0.0533
Slovak Republic,2014-07,11.83,0.1939,0.1291,1981.7,14.0,0.67,-0.0492
Slovak Republic,2025-02,1.25,0.8409,4.316,2022.5,95.8,5.13,-0.0466
Slovak Republic,2013-01,13.33,0.1575,0.7044,2481.7,95.0,4.47,-0.045
Slovak Republic,2024-03,2.17,0.7405,3.9354,1842.8,-96.9,-5.31,-0.0406
Slovak Republic,2012-01,14.33,0.1371,0.4888,2306.6,-75.6,-3.57,-0.0399
Slovak Republic,2017-07,8.83,0.2939,0.5706,2080.3,-43.7,-1.94,-0.0249
Slovak Republic,2020-06,5.92,0.4403,1.7589,1816.8,-82.0,-3.99,-0.0196
Slovak Republic,2022-11,3.5,0.6156,2.9156,1955.3,-92.0,-4.74,-0.0169
Slovak Republic,2025-07,0.83,0.8909,2.5805,1676.6,-53.8,-2.9,-0.0138
Slovak Republic,2019-02,7.25,0.366,1.4856,2185.7,-90.0,-4.06,-0.0129
Slovak Republic,2020-02,6.25,0.4204,0.8681,2187.3,43.0,2.06,-0.0087
Slovak Republic,2022-12,3.42,0.6227,3.0563,2008.5,-94.5,-4.91,-0.0085
Slovak Republic,2011-03,15.17,0.1221,0.4582,2312.0,79.4,3.75,-0.0061
Slovak Republic,2023-01,3.33,0.63,3.0706,2075.9,-92.9,-4.87,-0.0051
Slovak Republic,2014-08,11.75,0.1961,0.7477,1877.1,-79.7,-3.81,-0.005
Slovak Republic,2014-09,11.67,0.1984,0.4534,1984.5,47.8,2.28,-0.0033
Slovak Republic,2018-03,8.17,0.3223,1.3108,2451.7,91.2,4.07,-0.0033
Slovak Republic,2021-05,5.0,0.5,1.7038,2145.9,74.5,3.41,-0.0018
Slovak Republic,2024-08,1.75,0.7846,3.191,1786.6,75.0,4.07,-0.0005
Finland,2021-12,4.42,0.5421,7.7911,8910.3,982.7,14.37,-0.278
Finland,2024-03,2.17,0.7405,5.5172,7105.4,-501.0,-7.45,-0.1961
Finland,2016-01,10.33,0.2387,2.3165,9037.8,659.1,9.7,-0.1922
Finland,2022-01,4.33,0.5484,2.1206,8159.4,-264.4,-3.87,-0.1785
Finland,2024-01,2.33,0.7236,7.7501,8976.7,714.8,10.71,-0.1683
Finland,2020-01,6.33,0.4156,3.6807,7707.1,-594.6,-8.86,-0.1617
Finland,2011-12,14.42,0.1355,1.1788,7230.9,-585.0,-8.7,-0.1405
Finland,2023-01,3.33,0.63,5.2078,7442.2,-527.6,-8.27,-0.1396
Finland,2024-02,2.25,0.732,4.1314,7784.9,378.1,5.64,-0.1139
Finland,2012-02,14.25,0.1387,1.2121,8011.8,587.0,8.74,-0.1072
Finland,2013-03,13.17,0.1612,0.9152,8131.2,389.6,5.68,-0.0961
Finland,2018-03,8.17,0.3223,2.5886,8481.8,565.0,8.03,-0.0804
Finland,2021-02,5.25,0.483,3.9749,8030.1,556.8,8.23,-0.0707
Finland,2010-12,15.42,0.118,0.9772,8737.5,584.9,8.28,-0.0674
Finland,2012-12,13.42,0.1557,0.9353,8369.1,412.5,6.01,-0.0606
Finland,2013-02,13.25,0.1593,0.9298,7165.8,-400.2,-5.84,-0.0606
Finland,2020-02,6.25,0.4204,2.2454,7040.3,-357.2,-5.34,-0.0549
Finland,2021-03,5.17,0.4886,1.7308,7901.7,240.2,3.54,-0.0516
Finland,2023-02,3.25,0.6373,3.607,6695.3,-359.2,-5.66,-0.0453
Finland,2014-02,12.25,0.183,0.8273,7134.3,-304.3,-4.52,-0.0422
Finland,2019-12,6.42,0.4108,1.9555,7508.5,-320.8,-4.76,-0.0362
Finland,2015-12,10.42,0.236,1.3465,7499.6,-387.9,-5.71,-0.0341
Finland,2014-01,12.33,0.1809,0.8397,8627.6,312.3,4.64,-0.034
Finland,2016-02,10.25,0.2415,0.0393,7483.7,-11.0,-0.16,-0.0315
Finland,2023-03,3.17,0.6447,2.154,7411.0,211.1,3.34,-0.0284
Finland,2011-01,15.33,0.1194,0.2111,8520.1,-124.8,-1.77,-0.0254
Finland,2023-12,2.42,0.7153,3.7737,8098.1,351.2,5.28,-0.0252
Finland,2012-03,14.17,0.1403,0.2322,7482.3,-111.1,-1.65,-0.0155
Finland,2022-03,4.17,0.5612,3.0564,7334.1,-371.7,-5.45,-0.015
Finland,2011-02,15.25,0.1207,0.5992,8109.9,349.9,4.96,-0.0108
Finland,2012-01,14.33,0.1371,0.1994,8208.5,-97.7,-1.45,-0.0089
Finland,2018-04,8.08,0.3261,0.1172,6884.0,-25.3,-0.36,-0.0063
Finland,2019-02,7.25,0.366,1.0318,7485.4,-196.6,-2.82,-0.005
Finland,2018-02,8.25,0.3186,1.441,8054.0,317.8,4.52,-0.0027
Finland,2022-02,4.25,0.5548,2.8615,7189.1,-352.5,-5.16,-0.0011
Sweden,2016-12,9.42,0.2711,6.0711,10786.3,-2502.2,-22.4,-0.2868
Sweden,2016-09,9.67,0.2618,4.3659,11397.3,1839.1,16.68,-0.2148
Sweden,2016-11,9.5,0.2679,3.5964,10373.0,-1489.3,-13.42,-0.2054
Sweden,2016-07,9.83,0.2558,3.6117,10346.3,1562.8,14.12,-0.1742
Sweden,2016-04,10.08,0.2471,2.4593,9861.3,-1111.8,-9.95,-0.1674
Sweden,2010-12,15.42,0.118,1.7169,14957.0,1631.1,14.55,-0.1672
Sweden,2017-01,9.33,0.2742,1.0147,13523.0,-412.0,-3.7,-0.1528
Sweden,2016-08,9.75,0.2588,2.2872,10138.5,972.5,8.84,-0.1043
Sweden,2012-02,14.25,0.1387,1.4111,13410.9,1096.5,10.17,-0.0914
Sweden,2012-03,14.17,0.1403,0.8779,11877.1,-674.4,-6.26,-0.091
Sweden,2023-01,3.33,0.63,4.6241,12352.5,-756.6,-7.34,-0.0818
Sweden,2016-10,9.58,0.2649,0.2392,10773.1,-99.7,-0.9,-0.0753
Sweden,2016-03,10.17,0.2443,1.5334,13514.1,693.4,6.28,-0.0705
Sweden,2020-01,6.33,0.4156,3.3694,12673.7,-871.0,-8.11,-0.0535
Sweden,2012-12,13.42,0.1557,1.2918,14149.6,921.9,8.3,-0.053
Sweden,2025-12,0.42,0.9439,7.6795,11852.6,-862.3,-8.14,-0.0469
Sweden,2022-12,3.42,0.6227,4.8594,13271.0,807.4,7.8,-0.0466
Sweden,2011-04,15.08,0.1236,0.99,10073.7,-894.8,-8.01,-0.0436
Sweden,2021-12,4.42,0.5421,5.0616,13976.5,1012.7,9.34,-0.0429
Sweden,2011-01,15.33,0.1194,0.0401,13959.3,-37.6,-0.34,-0.0339
Sweden,2017-05,9.0,0.2872,1.6284,10163.0,601.5,5.67,-0.0221
Sweden,2017-04,9.08,0.2839,2.5175,11462.5,949.9,8.87,-0.015
Sweden,2020-11,5.5,0.4665,3.3836,10803.0,-784.9,-7.25,-0.0116
Sweden,2010-11,15.5,0.1166,0.9316,12890.2,896.8,7.99,-0.0087
Sweden,2024-01,2.33,0.7236,6.1894,14440.0,917.0,8.55,-0.0065
Sweden,2018-03,8.17,0.3223,2.7769,13754.7,950.3,8.61,-0.0049
EU27,2020-04,6.08,0.4303,3.1649,178712.7,-15155.2,-7.36,-0.2921
EU27,2020-05,6.0,0.4353,2.0071,182737.0,-9499.0,-4.61,-0.1681
EU27,2018-03,8.17,0.3223,1.2865,239335.0,8671.9,3.99,-0.1537
EU27,2022-10,3.58,0.6085,2.6419,192799.0,-8900.3,-4.34,-0.1427
EU27,2022-11,3.5,0.6156,2.8238,201181.7,-9369.2,-4.59,-0.1368
EU27,2018-01,8.33,0.315,0.9848,240386.3,-6787.6,-3.13,-0.125
EU27,2020-10,5.58,0.4612,1.7934,210996.2,8021.7,3.89,-0.1239
EU27,2018-02,8.25,0.3186,0.6868,229553.5,4680.6,2.16,-0.12
EU27,2024-01,2.33,0.7236,2.108,240357.7,5952.4,2.91,-0.0985
EU27,2023-01,3.33,0.63,2.2531,225397.1,-7245.1,-3.58,-0.0873
EU27,2020-06,5.92,0.4403,1.3842,184068.5,-6465.8,-3.14,-0.0776
EU27,2024-03,2.17,0.7405,2.24,212575.0,-6213.2,-3.02,-0.0694
EU27,2024-04,2.08,0.7492,1.0467,196491.0,2875.1,1.4,-0.054
EU27,2022-02,4.25,0.5548,1.4723,215446.2,-5662.5,-2.65,-0.0403
EU27,2019-02,7.25,0.366,0.714,218269.8,-4188.4,-1.95,-0.0358
EU27,2018-04,8.08,0.3261,0.2718,203279.4,-1810.9,-0.83,-0.0352
EU27,2021-12,4.42,0.5421,1.5267,237209.9,6015.5,2.82,-0.0323
EU27,2022-12,3.42,0.6227,1.0358,217634.7,-3383.8,-1.66,-0.0276
EU27,2015-10,10.58,0.2306,0.6286,214009.9,5767.1,2.73,-0.02
EU27,2015-12,10.42,0.236,0.5242,225036.4,-4713.0,-2.22,-0.0198
EU27,2019-01,7.33,0.3618,0.8984,250195.8,5333.4,2.48,-0.016
EU27,2017-02,9.25,0.2774,0.4798,218932.8,-3717.8,-1.73,-0.0094
EU27,2020-11,5.5,0.4665,0.2059,213245.8,-917.2,-0.44,-0.0078
